,molecule,temperature,restart,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
0,R116,190,1,1542.95137236,7.8095660250400005,15.792008199325242,0.86037196467,68874.17186490001,22823.7701252
1,R116,190,2,1544.16950926,8.52371499345,15.793428370251023,0.93664145529,67025.94181,24919.7586247
2,R116,190,3,1543.77140854,7.938210452050001,15.81164378454056,0.875088549499,68529.4184737,23205.052762900003
3,R116,210,1,1454.2905727500001,21.6988586889,14.540387951929372,2.5179547975900003,68764.6790615,24531.296707400004
4,R116,210,2,1456.08848468,21.3236348285,14.586656650381547,2.48866816779,69133.851354,24094.0589716
5,R116,210,3,1454.6628392100001,21.2946059921,14.56597997645199,2.48087109183,69164.2231803,24076.2919508
6,R116,230,1,1356.9424189799997,44.989888768099995,13.13497286462557,5.37417614082,71541.66862519999,23042.001149900003
7,R116,230,2,1356.4794936,44.624420663799995,13.121304220772512,5.33810521641,71684.77853920001,22891.0242451
8,R116,230,3,1359.0202249600002,44.6176054278,13.164673103008733,5.3237631186700005,71622.2815311,22942.6792189
9,R116,250,1,1242.5009846300002,87.1803408394,11.353291245775601,10.272187804149999,73420.1874699,22520.4249945
10,R116,250,2,1241.08779661,86.1523561905,11.346647546896632,10.2050487076,73846.694225,22064.882470700002
11,R116,250,3,1243.10431889,90.10762451890001,11.293106396950481,10.505116975630001,72753.373431,23246.3952064
12,R116,270,1,1096.205496181,167.28902834900003,8.830180893232301,17.959322057235,75605.2116183,21860.190834999998
13,R116,270,2,1096.00815131,173.9125073508,8.726794928721356,18.2412714382213,74493.45270909999,23025.826852
14,R116,270,3,1104.767319579,178.38485728700002,8.732192363766568,18.6735785970305,73610.48606199998,23923.115306400003
15,R125,229,1,1561.2797777399999,5.382483270720001,21.230092799092947,0.8276239124920001,43872.2049781,8849.30072265
16,R125,229,2,1561.0223268400002,5.79405106067,21.233595471633826,0.886860254525,43341.09494999999,9527.2435666
17,R125,229,3,1559.86422883,6.004117420839999,21.20027664934709,0.918969422827,43102.515762,9872.44458174
18,R125,249,1,1489.2476963999998,13.1208730896,19.871394317159435,2.12064256163,44852.3965014,9601.404443860001
19,R125,249,2,1490.17983307,13.0844090039,19.866862890684068,2.1158392283700005,44878.2872034,9570.205202129999
20,R125,249,3,1488.15052636,13.371222231119999,19.855219619987388,2.16579395134,44728.2616802,9781.93015311
21,R125,269,1,1413.19656492,27.5461645724,18.30354098407595,4.593032285950001,46121.849214600006,10079.98864517
22,R125,269,2,1410.46644903,25.5294478232,18.372942788720376,4.2812078199200005,46728.3480145,9315.08439148
23,R125,269,3,1408.49671745,25.3141456712,18.361297546589178,4.25678196121,46775.9867336,9282.45176707
24,R125,289,1,1324.54362225,48.4050026186,16.600836031086523,8.17355789583,48295.894425900005,9422.81264384
25,R125,289,2,1324.54451378,48.7555457496,16.566780164972414,8.18971393225,48213.625955,9545.565071620002
26,R125,289,3,1325.9453496,51.285306001,16.52298679842064,8.58447551906,47765.02528,10078.96314706
27,R125,309,1,1225.86196197,85.41818976759998,14.489504686468893,14.103979576470001,50384.023077499995,9028.62083547
28,R125,309,2,1224.25305278,87.25129172999999,14.418095240177397,14.23169082084,50271.827653,9181.276006939997
29,R125,309,3,1224.21982126,85.2989737142,14.491441658422579,14.021614220719002,50383.0576495,9035.784382049998
30,R134,240,1,,3.2539411721799993,34.26476969198124,0.605382749404,20368.8105215,8809.47586656
31,R134,240,2,,3.39736331861,34.341979258786296,0.626831501077,20122.519971399997,9196.59479784
32,R134,240,3,,3.51636431048,34.313627468242615,0.6502275663239999,19967.787598600004,9513.974217879999
33,R134,260,1,,6.820118752940001,32.82879542739817,1.328871741239,22326.577584,8044.16596961
34,R134,260,2,,222.603257815,11.515662388539274,-15.11368827429435,23869.077233199998,3300.9021303100003
35,R134,260,3,,6.351177401699999,32.88869575454046,1.2441471815850003,22620.5650005,7498.47539723
